rank,name,score,ts
1,삼성전자,17.13,2026-05-11 10:18:50
2,SK하이닉스,14.40,2026-05-11 10:18:50
3,대한광통신,3.73,2026-05-11 10:18:50
4,현대차,3.39,2026-05-11 10:18:50
5,삼성중공업,2.37,2026-05-11 10:18:50
6,두산에너빌리티,1.94,2026-05-11 10:18:50
7,삼성전자우,1.88,2026-05-11 10:18:50
8,대한전선,1.70,2026-05-11 10:18:50
9,삼성SDI,1.67,2026-05-11 10:18:50
10,삼성전기,1.46,2026-05-11 10:18:50
11,주성엔지니어링,1.37,2026-05-11 10:18:50
12,코스모로보틱스,1.36,2026-05-11 10:18:50
13,POSCO홀딩스,1.35,2026-05-11 10:18:50
14,SK스퀘어,1.29,2026-05-11 10:18:50
15,한화오션,1.28,2026-05-11 10:18:50
16,대우건설,1.24,2026-05-11 10:18:50
17,에코프로,1.23,2026-05-11 10:18:50
18,미래에셋증권,1.23,2026-05-11 10:18:50
19,LS ELECTRIC,1.17,2026-05-11 10:18:50
20,한온시스템,1.14,2026-05-11 10:18:50
21,에코프로비엠,1.06,2026-05-11 10:18:50
22,기아,0.97,2026-05-11 10:18:50
23,NAVER,0.97,2026-05-11 10:18:50
24,SKC,0.95,2026-05-11 10:18:50
25,현대모비스,0.95,2026-05-11 10:18:50
26,삼성물산,0.92,2026-05-11 10:18:50
27,한미반도체,0.86,2026-05-11 10:18:50
28,알테오젠,0.81,2026-05-11 10:18:50
29,LG전자,0.76,2026-05-11 10:18:50
30,삼성E&A,0.68,2026-05-11 10:18:50
