rank,name,score,ts
1,현대차,12.43,2026-01-19 22:57:58
2,삼성전자,9.03,2026-01-19 22:57:58
3,휴림로봇,5.59,2026-01-19 22:57:58
4,SK하이닉스,31.06,2026-01-19 22:57:58
5,두산에너빌리티,1.52,2026-01-19 22:57:58
6,NAVER,7.90,2026-01-19 22:57:58
7,포스코DX,17.92,2026-01-19 22:57:58
8,삼성SDI,3.13,2026-01-19 22:57:58
9,현대무벡스,16.17,2026-01-19 22:57:58
10,우리기술,3.33,2026-01-19 22:57:58
11,뉴로메카,95.95,2026-01-19 22:57:58
12,두산로보틱스,8.69,2026-01-19 22:57:58
13,삼성중공업,1.77,2026-01-19 22:57:58
14,한화오션,11.52,2026-01-19 22:57:58
15,POSCO홀딩스,2.00,2026-01-19 22:57:58
16,LG전자,1.81,2026-01-19 22:57:58
17,에코프로,12.57,2026-01-19 22:57:58
18,유진로봇,8.56,2026-01-19 22:57:58
19,알테오젠,29.52,2026-01-19 22:57:58
20,에스피지,5.54,2026-01-19 22:57:58
21,클로봇,15.71,2026-01-19 22:57:58
22,LG씨엔에스,18.32,2026-01-19 22:57:58
23,기아,19.09,2026-01-19 22:57:58
24,고영,6.68,2026-01-19 22:57:58
25,이수스페셜티케미컬,9.70,2026-01-19 22:57:58
26,한화시스템,19.63,2026-01-19 22:57:58
27,모베이스전자,7.45,2026-01-19 22:57:58
28,나우로보틱스,285.18,2026-01-19 22:57:58
29,HJ중공업,1.56,2026-01-19 22:57:58
30,카카오,0.56,2026-01-19 22:57:58
