rank,name,score,ts
1,삼성전자,10.63,2026-01-03 18:35:09
2,SK하이닉스,5.83,2026-01-03 18:35:09
3,셀트리온,2.95,2026-01-03 18:35:09
4,한미반도체,2.61,2026-01-03 18:35:09
5,두산에너빌리티,2.41,2026-01-03 18:35:09
6,휴림로봇,2.34,2026-01-03 18:35:09
7,현대무벡스,2.26,2026-01-03 18:35:09
8,한화오션,2.08,2026-01-03 18:35:09
9,제주반도체,1.84,2026-01-03 18:35:09
10,에코프로,1.82,2026-01-03 18:35:09
11,NAVER,1.81,2026-01-03 18:35:09
12,현대차,1.77,2026-01-03 18:35:09
13,계양전기,1.42,2026-01-03 18:35:09
14,삼성SDI,1.38,2026-01-03 18:35:09
15,현대로템,1.37,2026-01-03 18:35:09
16,스피어,1.36,2026-01-03 18:35:09
17,노타,1.35,2026-01-03 18:35:09
18,고영,1.29,2026-01-03 18:35:09
19,한화에어로스페이스,1.29,2026-01-03 18:35:09
20,HLB,1.27,2026-01-03 18:35:09
21,원익홀딩스,1.25,2026-01-03 18:35:09
22,에이비엘바이오,1.21,2026-01-03 18:35:09
23,알테오젠,1.16,2026-01-03 18:35:09
24,재영솔루텍,1.12,2026-01-03 18:35:09
25,대한광통신,1.08,2026-01-03 18:35:09
26,에코프로비엠,1.05,2026-01-03 18:35:09
27,삼성에피스홀딩스,1.04,2026-01-03 18:35:09
28,HL만도,1.01,2026-01-03 18:35:09
29,LG에너지솔루션,0.99,2026-01-03 18:35:09
30,카카오,0.96,2026-01-03 18:35:09
