rank,name,score,ts
1,삼성전자,14.63,2026-08-15 18:46:32
2,SK하이닉스,11.95,2026-08-15 18:46:32
3,현대차,3.72,2026-08-15 18:46:32
4,LG전자,2.96,2026-08-15 18:46:32
5,삼성전기,2.85,2026-08-15 18:46:32
6,두산에너빌리티,2.53,2026-08-15 18:46:32
7,NAVER,2.42,2026-08-15 18:46:32
8,한화오션,2.21,2026-08-15 18:46:32
9,삼성SDI,2.08,2026-08-15 18:46:32
10,LG이노텍,1.47,2026-08-15 18:46:32
11,제주반도체,1.26,2026-08-15 18:46:32
12,코오롱티슈진,1.23,2026-08-15 18:46:32
13,SK텔레콤,1.23,2026-08-15 18:46:32
14,셀트리온,1.12,2026-08-15 18:46:32
15,POSCO홀딩스,1.12,2026-08-15 18:46:32
16,알테오젠,1.11,2026-08-15 18:46:32
17,SK스퀘어,1.10,2026-08-15 18:46:32
18,HLB,1.10,2026-08-15 18:46:32
19,대한광통신,1.09,2026-08-15 18:46:32
20,더본코리아,1.09,2026-08-15 18:46:32
21,한미반도체,0.98,2026-08-15 18:46:32
22,LG씨엔에스,0.97,2026-08-15 18:46:32
23,삼성중공업,0.93,2026-08-15 18:46:32
24,에코프로,0.86,2026-08-15 18:46:32
25,LS ELECTRIC,0.83,2026-08-15 18:46:32
26,주성엔지니어링,0.81,2026-08-15 18:46:32
27,금호타이어,0.80,2026-08-15 18:46:32
28,에스피지,0.79,2026-08-15 18:46:32
29,삼성전자우,0.79,2026-08-15 18:46:32
30,카카오,0.76,2026-08-15 18:46:32
