rank,name,score,ts
1,삼성전자,14.44,2026-06-27 16:31:28
2,SK하이닉스,13.21,2026-06-27 16:31:28
3,현대차,4.70,2026-06-27 16:31:28
4,LG전자,2.97,2026-06-27 16:31:28
5,두산에너빌리티,2.41,2026-06-27 16:31:28
6,NAVER,2.33,2026-06-27 16:31:28
7,삼성전기,2.27,2026-06-27 16:31:28
8,한화오션,2.09,2026-06-27 16:31:28
9,SK스퀘어,1.87,2026-06-27 16:31:28
10,에코프로,1.71,2026-06-27 16:31:28
11,삼성SDI,1.33,2026-06-27 16:31:28
12,에코프로비엠,1.27,2026-06-27 16:31:28
13,한미반도체,1.17,2026-06-27 16:31:28
14,LG이노텍,1.16,2026-06-27 16:31:28
15,LG씨엔에스,1.16,2026-06-27 16:31:28
16,알테오젠,1.10,2026-06-27 16:31:28
17,삼성중공업,1.04,2026-06-27 16:31:28
18,POSCO홀딩스,1.03,2026-06-27 16:31:28
19,원익IPS,0.93,2026-06-27 16:31:28
20,주성엔지니어링,0.88,2026-06-27 16:31:28
21,삼성물산,0.88,2026-06-27 16:31:28
22,대우건설,0.86,2026-06-27 16:31:28
23,LS ELECTRIC,0.86,2026-06-27 16:31:28
24,제주반도체,0.86,2026-06-27 16:31:28
25,삼성전자우,0.83,2026-06-27 16:31:28
26,카카오,0.82,2026-06-27 16:31:28
27,HLB,0.79,2026-06-27 16:31:28
28,HPSP,0.78,2026-06-27 16:31:28
29,대한광통신,0.78,2026-06-27 16:31:28
30,광주신세계,0.77,2026-06-27 16:31:28
