rank,name,score,ts
1,삼성전자,10.49,2026-04-30 13:40:50
2,SK하이닉스,5.22,2026-04-30 13:40:50
3,대한전선,4.82,2026-04-30 13:40:50
4,대원전선,3.25,2026-04-30 13:40:50
5,현대차,2.89,2026-04-30 13:40:50
6,한미반도체,2.79,2026-04-30 13:40:50
7,NAVER,2.28,2026-04-30 13:40:50
8,대우건설,2.25,2026-04-30 13:40:50
9,삼성SDI,2.18,2026-04-30 13:40:50
10,삼성전기,2.12,2026-04-30 13:40:50
11,LG전자,1.99,2026-04-30 13:40:50
12,두산에너빌리티,1.96,2026-04-30 13:40:50
13,한화솔루션,1.53,2026-04-30 13:40:50
14,서울반도체,1.39,2026-04-30 13:40:50
15,LS ELECTRIC,1.38,2026-04-30 13:40:50
16,대한광통신,1.37,2026-04-30 13:40:50
17,POSCO홀딩스,1.35,2026-04-30 13:40:50
18,산일전기,1.29,2026-04-30 13:40:50
19,삼성중공업,1.24,2026-04-30 13:40:50
20,채비,1.21,2026-04-30 13:40:50
21,리노공업,1.19,2026-04-30 13:40:50
22,현대로템,1.17,2026-04-30 13:40:50
23,에코프로,1.17,2026-04-30 13:40:50
24,삼성전자우,1.11,2026-04-30 13:40:50
25,남해화학,1.10,2026-04-30 13:40:50
26,삼천당제약,0.99,2026-04-30 13:40:50
27,두산로보틱스,0.98,2026-04-30 13:40:50
28,SK스퀘어,0.96,2026-04-30 13:40:50
29,미래에셋증권,0.93,2026-04-30 13:40:50
30,에이비엘바이오,0.93,2026-04-30 13:40:50
