rank,name,score,ts
1,삼성전자,18.07,2026-04-08 18:50:55
2,삼천당제약,10.19,2026-04-08 18:50:55
3,SK하이닉스,9.44,2026-04-08 18:50:55
4,현대차,3.40,2026-04-08 18:50:55
5,대우건설,2.37,2026-04-08 18:50:55
6,두산에너빌리티,2.06,2026-04-08 18:50:55
7,현대건설,1.99,2026-04-08 18:50:55
8,GS건설,1.57,2026-04-08 18:50:55
9,삼성SDI,1.54,2026-04-08 18:50:55
10,대한광통신,1.46,2026-04-08 18:50:55
11,DL이앤씨,1.46,2026-04-08 18:50:55
12,현대무벡스,1.45,2026-04-08 18:50:55
13,삼성E&A,1.38,2026-04-08 18:50:55
14,에코프로,1.30,2026-04-08 18:50:55
15,한미반도체,1.30,2026-04-08 18:50:55
16,우리기술,1.07,2026-04-08 18:50:55
17,한화오션,1.07,2026-04-08 18:50:55
18,삼성중공업,1.05,2026-04-08 18:50:55
19,펄어비스,1.02,2026-04-08 18:50:55
20,NAVER,1.00,2026-04-08 18:50:55
21,젬백스,0.98,2026-04-08 18:50:55
22,삼성전기,0.96,2026-04-08 18:50:55
23,한화솔루션,0.95,2026-04-08 18:50:55
24,미래에셋증권,0.95,2026-04-08 18:50:55
25,한화시스템,0.93,2026-04-08 18:50:55
26,POSCO홀딩스,0.88,2026-04-08 18:50:55
27,SK이터닉스,0.84,2026-04-08 18:50:55
28,한국전력,0.78,2026-04-08 18:50:55
29,알테오젠,0.70,2026-04-08 18:50:55
30,LG에너지솔루션,0.69,2026-04-08 18:50:55
