rank,name,score,ts
1,삼성전자,20.76,2026-08-23 18:49:51
2,SK하이닉스,13.05,2026-08-23 18:49:51
3,삼성전기,3.02,2026-08-23 18:49:51
4,NAVER,2.40,2026-08-23 18:49:51
5,현대차,2.18,2026-08-23 18:49:51
6,두산에너빌리티,1.98,2026-08-23 18:49:51
7,카카오,1.96,2026-08-23 18:49:51
8,LG전자,1.80,2026-08-23 18:49:51
9,삼성전자우,1.80,2026-08-23 18:49:51
10,알테오젠,1.67,2026-08-23 18:49:51
11,삼성SDI,1.57,2026-08-23 18:49:51
12,한화오션,1.51,2026-08-23 18:49:51
13,SK텔레콤,1.44,2026-08-23 18:49:51
14,코오롱티슈진,1.13,2026-08-23 18:49:51
15,금호건설,1.02,2026-08-23 18:49:51
16,HLB,0.93,2026-08-23 18:49:51
17,한미반도체,0.89,2026-08-23 18:49:51
18,LG이노텍,0.88,2026-08-23 18:49:51
19,네이처셀,0.88,2026-08-23 18:49:51
20,LS ELECTRIC,0.86,2026-08-23 18:49:51
21,SK스퀘어,0.86,2026-08-23 18:49:51
22,에코프로,0.81,2026-08-23 18:49:51
23,LG씨엔에스,0.79,2026-08-23 18:49:51
24,POSCO홀딩스,0.79,2026-08-23 18:49:51
25,삼성중공업,0.77,2026-08-23 18:49:51
26,아난티,0.77,2026-08-23 18:49:51
27,주성엔지니어링,0.72,2026-08-23 18:49:51
28,대한광통신,0.72,2026-08-23 18:49:51
29,셀트리온,0.71,2026-08-23 18:49:51
30,제주반도체,0.68,2026-08-23 18:49:51
