rank,name,score,ts
1,삼성전자,12.78,2026-06-20 19:21:23
2,SK하이닉스,12.09,2026-06-20 19:21:23
3,현대차,3.75,2026-06-20 19:21:23
4,LG전자,3.64,2026-06-20 19:21:23
5,삼성전기,3.39,2026-06-20 19:21:23
6,NAVER,2.47,2026-06-20 19:21:23
7,한화오션,2.23,2026-06-20 19:21:23
8,두산에너빌리티,2.14,2026-06-20 19:21:23
9,한미반도체,2.00,2026-06-20 19:21:23
10,SK스퀘어,1.91,2026-06-20 19:21:23
11,삼성SDI,1.57,2026-06-20 19:21:23
12,LG이노텍,1.48,2026-06-20 19:21:23
13,LG씨엔에스,1.45,2026-06-20 19:21:23
14,LS ELECTRIC,1.38,2026-06-20 19:21:23
15,에코프로,1.25,2026-06-20 19:21:23
16,제주반도체,1.20,2026-06-20 19:21:23
17,삼성물산,1.08,2026-06-20 19:21:23
18,삼성중공업,1.08,2026-06-20 19:21:23
19,에코프로비엠,1.00,2026-06-20 19:21:23
20,디앤디파마텍,0.99,2026-06-20 19:21:23
21,대우건설,0.98,2026-06-20 19:21:23
22,주성엔지니어링,0.96,2026-06-20 19:21:23
23,HPSP,0.94,2026-06-20 19:21:23
24,현대모비스,0.91,2026-06-20 19:21:23
25,미래에셋증권,0.87,2026-06-20 19:21:23
26,삼성E&A,0.86,2026-06-20 19:21:23
27,POSCO홀딩스,0.83,2026-06-20 19:21:23
28,대한광통신,0.78,2026-06-20 19:21:23
29,SK텔레콤,0.77,2026-06-20 19:21:23
30,HLB,0.74,2026-06-20 19:21:23
