rank,name,score,ts
1,삼성전자,15.09,2026-02-03 14:00:57
2,SK하이닉스,7.50,2026-02-03 14:00:57
3,한화시스템,3.75,2026-02-03 14:00:57
4,현대차,3.52,2026-02-03 14:00:57
5,대한전선,3.35,2026-02-03 14:00:57
6,에코프로,2.52,2026-02-03 14:00:57
7,미래에셋증권,2.39,2026-02-03 14:00:57
8,두산에너빌리티,2.31,2026-02-03 14:00:57
9,NAVER,2.10,2026-02-03 14:00:57
10,한화오션,1.66,2026-02-03 14:00:57
11,삼성SDI,1.59,2026-02-03 14:00:57
12,삼표시멘트,1.51,2026-02-03 14:00:57
13,알테오젠,1.22,2026-02-03 14:00:57
14,HD건설기계,1.19,2026-02-03 14:00:57
15,삼천당제약,1.18,2026-02-03 14:00:57
16,실리콘투,1.17,2026-02-03 14:00:57
17,삼성전자우,1.12,2026-02-03 14:00:57
18,휴림로봇,1.09,2026-02-03 14:00:57
19,에코프로비엠,1.05,2026-02-03 14:00:57
20,한미반도체,1.04,2026-02-03 14:00:57
21,삼성중공업,1.01,2026-02-03 14:00:57
22,POSCO홀딩스,0.95,2026-02-03 14:00:57
23,카카오페이,0.95,2026-02-03 14:00:57
24,KODEX 200선물인버스2X,0.94,2026-02-03 14:00:57
25,엘앤에프,0.94,2026-02-03 14:00:57
26,에이비엘바이오,0.93,2026-02-03 14:00:57
27,레인보우로보틱스,0.91,2026-02-03 14:00:57
28,네오셈,0.81,2026-02-03 14:00:57
29,카카오,0.80,2026-02-03 14:00:57
30,삼성전기,0.80,2026-02-03 14:00:57
