rank,name,score,ts
1,SK하이닉스,19.76,2026-08-01 17:37:21
2,삼성전자,18.88,2026-08-01 17:37:21
3,삼성전기,2.93,2026-08-01 17:37:21
4,NAVER,2.54,2026-08-01 17:37:21
5,현대차,2.39,2026-08-01 17:37:21
6,두산에너빌리티,1.85,2026-08-01 17:37:21
7,한화오션,1.61,2026-08-01 17:37:21
8,LG전자,1.58,2026-08-01 17:37:21
9,SK스퀘어,1.42,2026-08-01 17:37:21
10,한미반도체,1.37,2026-08-01 17:37:21
11,삼성SDI,1.13,2026-08-01 17:37:21
12,LS ELECTRIC,1.07,2026-08-01 17:37:21
13,POSCO홀딩스,0.99,2026-08-01 17:37:21
14,알테오젠,0.95,2026-08-01 17:37:21
15,에코프로,0.91,2026-08-01 17:37:21
16,삼성전자우,0.89,2026-08-01 17:37:21
17,주성엔지니어링,0.88,2026-08-01 17:37:21
18,KODEX 200선물인버스2X,0.88,2026-08-01 17:37:21
19,SOL SK하이닉스선물단일종목인버스2X,0.86,2026-08-01 17:37:21
20,SK이터닉스,0.84,2026-08-01 17:37:21
21,셀트리온,0.79,2026-08-01 17:37:21
22,삼성중공업,0.79,2026-08-01 17:37:21
23,HLB,0.78,2026-08-01 17:37:21
24,LG이노텍,0.77,2026-08-01 17:37:21
25,SK이노베이션,0.73,2026-08-01 17:37:21
26,코오롱티슈진,0.71,2026-08-01 17:37:21
27,효성중공업,0.69,2026-08-01 17:37:21
28,KODEX SK하이닉스단일종목레버리지,0.69,2026-08-01 17:37:21
29,제주반도체,0.68,2026-08-01 17:37:21
30,네이처셀,0.67,2026-08-01 17:37:21
