rank,name,score,ts
1,SK하이닉스,16.79,2026-07-11 17:17:48
2,삼성전자,13.09,2026-07-11 17:17:48
3,HLB,3.81,2026-07-11 17:17:48
4,현대차,2.84,2026-07-11 17:17:48
5,펩트론,2.75,2026-07-11 17:17:48
6,한화오션,2.49,2026-07-11 17:17:48
7,삼성전기,2.42,2026-07-11 17:17:48
8,두산에너빌리티,2.14,2026-07-11 17:17:48
9,LG전자,1.99,2026-07-11 17:17:48
10,NAVER,1.62,2026-07-11 17:17:48
11,에코프로,1.46,2026-07-11 17:17:48
12,대한광통신,1.35,2026-07-11 17:17:48
13,SK스퀘어,1.33,2026-07-11 17:17:48
14,삼성SDI,1.33,2026-07-11 17:17:48
15,금호타이어,1.32,2026-07-11 17:17:48
16,모나미,1.25,2026-07-11 17:17:48
17,에코프로비엠,1.09,2026-07-11 17:17:48
18,한성기업,1.07,2026-07-11 17:17:48
19,삼성중공업,1.07,2026-07-11 17:17:48
20,네이처셀,1.01,2026-07-11 17:17:48
21,LS ELECTRIC,0.99,2026-07-11 17:17:48
22,한미반도체,0.94,2026-07-11 17:17:48
23,금호건설,0.89,2026-07-11 17:17:48
24,알테오젠,0.84,2026-07-11 17:17:48
25,주성엔지니어링,0.83,2026-07-11 17:17:48
26,POSCO홀딩스,0.79,2026-07-11 17:17:48
27,LG이노텍,0.78,2026-07-11 17:17:48
28,HPSP,0.75,2026-07-11 17:17:48
29,대우건설,0.73,2026-07-11 17:17:48
30,GS건설,0.68,2026-07-11 17:17:48
