rank,name,score,ts
1,삼성전자,18.20,2026-07-01 14:00:43
2,SK하이닉스,13.74,2026-07-01 14:00:43
3,SK스퀘어,3.83,2026-07-01 14:00:43
4,주성엔지니어링,3.75,2026-07-01 14:00:43
5,삼성전기,2.96,2026-07-01 14:00:43
6,현대차,2.62,2026-07-01 14:00:43
7,에코프로,2.30,2026-07-01 14:00:43
8,LG전자,2.01,2026-07-01 14:00:43
9,LS ELECTRIC,1.72,2026-07-01 14:00:43
10,NAVER,1.53,2026-07-01 14:00:43
11,두산에너빌리티,1.50,2026-07-01 14:00:43
12,삼성전자우,1.29,2026-07-01 14:00:43
13,이수페타시스,1.28,2026-07-01 14:00:43
14,에코프로비엠,1.25,2026-07-01 14:00:43
15,매드업,1.24,2026-07-01 14:00:43
16,한화오션,1.16,2026-07-01 14:00:43
17,대원전선,1.13,2026-07-01 14:00:43
18,삼성SDI,1.07,2026-07-01 14:00:43
19,SK이터닉스,1.01,2026-07-01 14:00:43
20,원익IPS,0.96,2026-07-01 14:00:43
21,스피어,0.96,2026-07-01 14:00:43
22,한미반도체,0.90,2026-07-01 14:00:43
23,금호건설,0.86,2026-07-01 14:00:43
24,LG이노텍,0.81,2026-07-01 14:00:43
25,대한전선,0.81,2026-07-01 14:00:43
26,삼성E&A,0.79,2026-07-01 14:00:43
27,대우건설,0.79,2026-07-01 14:00:43
28,삼성물산,0.79,2026-07-01 14:00:43
29,HPSP,0.78,2026-07-01 14:00:43
30,삼성중공업,0.71,2026-07-01 14:00:43
