rank,name,score,ts
1,삼성전자,18.38,2026-08-10 17:11:25
2,SK하이닉스,16.99,2026-08-10 17:11:25
3,삼성전기,3.02,2026-08-10 17:11:25
4,알테오젠,2.92,2026-08-10 17:11:25
5,현대차,2.60,2026-08-10 17:11:25
6,두산에너빌리티,2.51,2026-08-10 17:11:25
7,NAVER,2.20,2026-08-10 17:11:25
8,LG전자,2.12,2026-08-10 17:11:25
9,대한광통신,1.84,2026-08-10 17:11:25
10,삼성SDI,1.81,2026-08-10 17:11:25
11,한화오션,1.70,2026-08-10 17:11:25
12,에코프로,1.52,2026-08-10 17:11:25
13,SK스퀘어,1.42,2026-08-10 17:11:25
14,한미반도체,1.08,2026-08-10 17:11:25
15,HLB,1.03,2026-08-10 17:11:25
16,셀트리온,0.94,2026-08-10 17:11:25
17,삼천당제약,0.92,2026-08-10 17:11:25
18,POSCO홀딩스,0.87,2026-08-10 17:11:25
19,제주반도체,0.86,2026-08-10 17:11:25
20,LS ELECTRIC,0.86,2026-08-10 17:11:25
21,삼성중공업,0.84,2026-08-10 17:11:25
22,주성엔지니어링,0.74,2026-08-10 17:11:25
23,미래에셋증권,0.73,2026-08-10 17:11:25
24,한화에어로스페이스,0.70,2026-08-10 17:11:25
25,삼성전자우,0.70,2026-08-10 17:11:25
26,에코프로비엠,0.69,2026-08-10 17:11:25
27,한화솔루션,0.67,2026-08-10 17:11:25
28,레인보우로보틱스,0.67,2026-08-10 17:11:25
29,한국항공우주,0.66,2026-08-10 17:11:25
30,LG에너지솔루션,0.64,2026-08-10 17:11:25
